ID,State,City,Locality,Property_Type,BHK,Size_in_SqFt,Price_in_Lakhs,Price_per_SqFt,Year_Built,Furnished_Status,Floor_No,Total_Floors,Age_of_Property,Nearby_Schools,Nearby_Hospitals,Public_Transport_Accessibility,Parking_Space,Security,Amenities,Facing,Owner_Type,Availability_Status,calculated_property_age,investment_score,good_investment,future_price_5yrs
185718,Andhra Pradesh,Vishakhapatnam,Locality_2,Independent House,3,3370,18.03,0.01,1994,Unfurnished,15,14,31,7,10,,No,Yes,"Garden, Clubhouse",North,Builder,Under_Construction,31,,0,
206089,Kerala,Trivandrum,Locality_162,Villa,1,3262,44.54,0.01,2013,Furnished,9,13,12,5,5,,No,Yes,"Garden, Gym",South,Owner,Under_Construction,12,,0,
28279,Chhattisgarh,Raipur,Locality_320,Apartment,2,3421,405.59,0.12,2003,Unfurnished,30,3,22,7,1,,No,No,Pool,East,Builder,Ready_to_Move,22,,0,
163502,Andhra Pradesh,Vishakhapatnam,Locality_67,Independent House,3,3194,362.3,0.11,2001,Furnished,30,23,24,6,7,,No,No,"Playground, Gym, Pool",South,Owner,Ready_to_Move,24,,0,
188715,Kerala,Kochi,Locality_281,Independent House,4,1320,12.66,0.01,2000,Furnished,11,11,25,2,10,,No,No,Playground,South,Broker,Under_Construction,25,,0,
128483,Uttarakhand,Haridwar,Locality_218,Villa,4,2193,46.27,0.02,2007,Semi-furnished,20,4,18,4,4,,Yes,No,"Pool, Garden, Gym, Playground",South,Builder,Ready_to_Move,18,,0,
126986,Bihar,Patna,Locality_456,Independent House,4,4201,292.78,0.07,1990,Semi-furnished,16,21,35,10,3,,No,Yes,"Garden, Gym",South,Builder,Under_Construction,35,,0,
207824,West Bengal,Kolkata,Locality_421,Villa,4,1046,176.2,0.17,1994,Semi-furnished,27,14,31,2,8,,Yes,No,"Garden, Pool",South,Owner,Under_Construction,31,,0,
122821,Telangana,Warangal,Locality_392,Independent House,4,4327,21.57,0.0,1999,Unfurnished,9,7,26,3,3,,Yes,No,"Garden, Clubhouse, Gym, Pool, Playground",South,Owner,Ready_to_Move,26,,0,
169437,Haryana,Gurgaon,Locality_83,Villa,5,4719,92.56,0.02,2021,Semi-furnished,7,26,4,6,6,,No,Yes,"Playground, Pool, Gym",East,Broker,Under_Construction,4,,0,
74818,Andhra Pradesh,Vishakhapatnam,Locality_53,Villa,1,596,113.69,0.19,1998,Unfurnished,17,29,27,8,8,,Yes,Yes,"Gym, Playground, Pool, Clubhouse",East,Owner,Under_Construction,27,,0,
23460,Uttar Pradesh,Lucknow,Locality_436,Independent House,5,3768,102.93,0.03,2021,Unfurnished,25,13,4,3,1,,No,No,Gym,North,Broker,Under_Construction,4,,0,
186927,Odisha,Bhubaneswar,Locality_208,Independent House,1,1637,276.52,0.17,2005,Furnished,5,13,20,6,5,,Yes,No,"Clubhouse, Garden, Gym",West,Broker,Under_Construction,20,,0,
58579,Maharashtra,Pune,Locality_118,Independent House,3,3413,108.87,0.03,2022,Semi-furnished,9,12,3,2,4,,No,No,Pool,West,Owner,Under_Construction,3,,0,
116268,Punjab,Amritsar,Locality_166,Independent House,3,1932,485.63,0.25,2020,Unfurnished,26,16,5,8,1,,Yes,No,"Clubhouse, Garden, Gym, Playground, Pool",West,Broker,Under_Construction,5,,0,
84047,Madhya Pradesh,Bhopal,Locality_317,Apartment,1,3809,463.68,0.12,2005,Unfurnished,5,17,20,10,5,,No,No,"Playground, Pool, Clubhouse",East,Broker,Under_Construction,20,,0,
220229,Maharashtra,Nagpur,Locality_255,Independent House,5,811,132.05,0.16,1995,Furnished,3,1,30,2,4,,Yes,No,"Playground, Garden",West,Owner,Ready_to_Move,30,,0,
77845,Karnataka,Mysore,Locality_69,Villa,2,4935,422.91,0.09,1999,Semi-furnished,13,4,26,7,4,,No,No,"Clubhouse, Playground",West,Builder,Ready_to_Move,26,,0,
227855,Assam,Guwahati,Locality_360,Independent House,1,1243,94.83,0.08,2018,Furnished,7,1,7,10,10,,No,Yes,"Pool, Gym, Playground, Garden, Clubhouse",East,Builder,Ready_to_Move,7,,0,
66825,Karnataka,Bangalore,Locality_479,Independent House,1,2808,347.61,0.12,1993,Semi-furnished,5,8,32,4,7,,Yes,Yes,"Clubhouse, Pool, Playground, Gym",West,Builder,Under_Construction,32,,0,
3492,Delhi,New Delhi,Locality_63,Apartment,4,3957,310.62,0.08,2018,Unfurnished,22,18,7,6,1,,Yes,Yes,"Pool, Playground",North,Broker,Ready_to_Move,7,,0,
166674,Telangana,Warangal,Locality_45,Villa,5,2027,362.73,0.18,2016,Unfurnished,19,19,9,7,7,,Yes,No,"Garden, Clubhouse",South,Owner,Under_Construction,9,,0,
93236,Gujarat,Ahmedabad,Locality_60,Villa,2,2999,203.37,0.07,1992,Unfurnished,25,23,33,2,5,,Yes,No,"Pool, Clubhouse, Playground, Gym",South,Broker,Ready_to_Move,33,,0,
231357,Kerala,Kochi,Locality_308,Independent House,2,4876,80.23,0.02,2002,Furnished,26,3,23,1,7,,No,No,"Garden, Gym, Clubhouse, Pool",North,Owner,Under_Construction,23,,0,
64970,Punjab,Amritsar,Locality_298,Independent House,1,2137,144.01,0.07,1994,Furnished,1,29,31,7,6,,Yes,Yes,"Clubhouse, Gym, Pool, Playground, Garden",North,Owner,Under_Construction,31,,0,
65758,Jharkhand,Ranchi,Locality_182,Independent House,2,2511,158.72,0.06,2002,Semi-furnished,10,8,23,8,3,,Yes,Yes,"Playground, Garden, Pool, Gym",East,Builder,Under_Construction,23,,0,
92827,Karnataka,Mangalore,Locality_138,Apartment,1,1640,94.48,0.06,1998,Unfurnished,10,14,27,9,6,,No,Yes,"Clubhouse, Playground, Pool, Garden",North,Owner,Ready_to_Move,27,,0,
108405,Chhattisgarh,Raipur,Locality_415,Independent House,5,3115,136.93,0.04,2023,Semi-furnished,0,6,2,8,10,,No,Yes,"Pool, Clubhouse, Garden, Gym, Playground",West,Broker,Under_Construction,2,,0,
6501,Tamil Nadu,Coimbatore,Locality_228,Villa,1,2326,271.8,0.12,1995,Furnished,17,25,30,9,7,,No,No,"Gym, Playground, Pool",West,Broker,Under_Construction,30,,0,
218947,West Bengal,Kolkata,Locality_168,Independent House,1,2392,444.11,0.19,2020,Unfurnished,2,30,5,2,9,,Yes,Yes,Garden,South,Builder,Under_Construction,5,,0,
36294,Maharashtra,Pune,Locality_318,Villa,1,3028,28.19,0.01,1993,Furnished,30,20,32,4,8,,No,Yes,"Gym, Garden",East,Owner,Under_Construction,32,,0,
64258,Rajasthan,Jaipur,Locality_316,Independent House,4,1231,57.81,0.05,2007,Unfurnished,26,19,18,6,5,,No,Yes,"Garden, Playground, Clubhouse",North,Owner,Ready_to_Move,18,,0,
62463,Karnataka,Mangalore,Locality_92,Independent House,2,1335,120.09,0.09,2004,Furnished,16,29,21,2,4,,No,Yes,Playground,West,Owner,Under_Construction,21,,0,
210517,Jharkhand,Jamshedpur,Locality_490,Independent House,3,4862,59.66,0.01,2013,Unfurnished,13,16,12,7,3,,Yes,Yes,"Clubhouse, Gym, Pool",North,Broker,Ready_to_Move,12,,0,
103480,Jharkhand,Jamshedpur,Locality_11,Apartment,5,4633,428.14,0.09,1996,Semi-furnished,27,13,29,10,10,,Yes,Yes,Playground,West,Owner,Ready_to_Move,29,,0,
94843,Chhattisgarh,Bilaspur,Locality_216,Apartment,5,4265,204.41,0.05,2016,Furnished,7,14,9,8,4,,No,No,"Garden, Pool, Gym",North,Builder,Ready_to_Move,9,,0,
16755,Odisha,Bhubaneswar,Locality_174,Independent House,5,3530,480.06,0.14,1999,Furnished,18,17,26,9,8,,No,Yes,"Playground, Gym, Garden",South,Builder,Under_Construction,26,,0,
228362,Andhra Pradesh,Vijayawada,Locality_27,Independent House,5,4542,446.03,0.1,1993,Semi-furnished,24,2,32,10,2,,Yes,No,"Pool, Gym, Clubhouse, Garden",East,Builder,Under_Construction,32,,0,
226199,Rajasthan,Jaipur,Locality_9,Independent House,2,2514,154.36,0.06,2012,Unfurnished,3,21,13,10,5,,No,No,"Clubhouse, Gym",East,Builder,Ready_to_Move,13,,0,
59009,Haryana,Gurgaon,Locality_12,Independent House,4,901,65.76,0.07,2015,Semi-furnished,20,19,10,3,4,,Yes,Yes,"Garden, Gym, Pool, Clubhouse",North,Owner,Ready_to_Move,10,,0,
27971,Uttar Pradesh,Lucknow,Locality_437,Apartment,2,3622,174.66,0.05,2010,Furnished,21,15,15,4,10,,Yes,No,"Gym, Playground, Clubhouse, Pool, Garden",South,Builder,Ready_to_Move,15,,0,
82725,Delhi,New Delhi,Locality_165,Apartment,3,2389,178.28,0.07,1991,Unfurnished,30,12,34,10,10,,Yes,No,"Gym, Pool",North,Owner,Under_Construction,34,,0,
182730,Uttarakhand,Dehradun,Locality_216,Villa,3,1960,13.95,0.01,2009,Unfurnished,0,11,16,5,2,,Yes,Yes,"Pool, Garden, Gym, Playground",West,Broker,Under_Construction,16,,0,
41041,Tamil Nadu,Coimbatore,Locality_109,Independent House,1,2657,330.44,0.12,2015,Unfurnished,7,10,10,10,7,,Yes,Yes,"Pool, Garden, Clubhouse, Gym",South,Broker,Ready_to_Move,10,,0,
60903,Telangana,Hyderabad,Locality_24,Independent House,5,3193,413.2,0.13,2001,Furnished,23,28,24,7,10,,Yes,No,"Pool, Clubhouse",West,Builder,Ready_to_Move,24,,0,
201097,Haryana,Gurgaon,Locality_186,Villa,3,904,184.51,0.2,1997,Semi-furnished,28,18,28,3,8,,Yes,Yes,Pool,South,Builder,Ready_to_Move,28,,0,
40390,Madhya Pradesh,Bhopal,Locality_350,Villa,1,4151,369.24,0.09,2021,Furnished,30,10,4,1,1,,No,No,Gym,West,Builder,Under_Construction,4,,0,
235666,Punjab,Amritsar,Locality_431,Apartment,2,3301,74.44,0.02,1994,Furnished,7,18,31,10,4,,Yes,No,"Clubhouse, Playground, Pool, Garden",North,Broker,Under_Construction,31,,0,
172488,Punjab,Amritsar,Locality_449,Independent House,5,4191,424.86,0.1,1998,Furnished,14,27,27,7,3,,No,Yes,Clubhouse,North,Owner,Under_Construction,27,,0,
132461,Gujarat,Ahmedabad,Locality_13,Apartment,4,801,66.02,0.08,2001,Semi-furnished,8,17,24,8,9,,No,Yes,Clubhouse,South,Broker,Under_Construction,24,,0,
67503,Punjab,Ludhiana,Locality_16,Independent House,4,3413,178.37,0.05,1999,Unfurnished,15,13,26,10,1,,Yes,No,"Playground, Pool, Clubhouse, Gym, Garden",West,Broker,Under_Construction,26,,0,
163417,Haryana,Faridabad,Locality_134,Apartment,2,2791,319.58,0.11,2002,Furnished,20,4,23,1,3,,No,No,"Clubhouse, Gym, Playground, Garden, Pool",South,Builder,Under_Construction,23,,0,
238397,Telangana,Warangal,Locality_396,Apartment,1,4821,18.37,0.0,2017,Unfurnished,4,17,8,5,8,,No,No,"Playground, Garden, Pool, Gym",East,Builder,Under_Construction,8,,0,
194821,Maharashtra,Nagpur,Locality_333,Independent House,4,1804,369.55,0.2,1996,Semi-furnished,15,25,29,7,5,,Yes,Yes,"Pool, Clubhouse, Gym",West,Owner,Under_Construction,29,,0,
118874,Maharashtra,Mumbai,Locality_339,Independent House,4,4878,358.86,0.07,1992,Furnished,3,23,33,9,1,,Yes,Yes,"Pool, Gym, Garden, Clubhouse",North,Builder,Under_Construction,33,,0,
192696,West Bengal,Durgapur,Locality_38,Apartment,2,1399,361.82,0.26,2000,Furnished,30,6,25,2,6,,Yes,No,"Garden, Playground, Pool",North,Owner,Under_Construction,25,,0,
113732,Gujarat,Surat,Locality_178,Villa,3,3387,171.78,0.05,1999,Semi-furnished,14,14,26,1,6,,No,Yes,"Garden, Playground",West,Broker,Under_Construction,26,,0,
147917,West Bengal,Durgapur,Locality_266,Apartment,2,3882,25.69,0.01,2016,Semi-furnished,28,16,9,8,2,,Yes,Yes,Clubhouse,North,Broker,Ready_to_Move,9,,0,
233619,Delhi,Dwarka,Locality_320,Apartment,4,3170,270.77,0.09,2021,Semi-furnished,25,6,4,4,9,,No,No,"Pool, Clubhouse, Playground, Gym, Garden",East,Broker,Ready_to_Move,4,,0,
171433,Madhya Pradesh,Indore,Locality_473,Apartment,2,4886,166.75,0.03,2003,Semi-furnished,9,3,22,8,6,,No,Yes,"Playground, Gym, Pool",North,Broker,Ready_to_Move,22,,0,
111000,Kerala,Trivandrum,Locality_371,Apartment,3,4700,123.04,0.03,2002,Unfurnished,23,6,23,1,1,,Yes,Yes,"Gym, Playground",South,Broker,Under_Construction,23,,0,
35712,Chhattisgarh,Bilaspur,Locality_36,Villa,1,3399,153.0,0.05,2022,Unfurnished,21,10,3,2,9,,No,Yes,"Playground, Garden",East,Builder,Ready_to_Move,3,,0,
11236,West Bengal,Durgapur,Locality_145,Villa,3,2562,475.73,0.19,2016,Furnished,25,23,9,9,1,,No,Yes,"Playground, Clubhouse, Garden, Gym, Pool",South,Builder,Under_Construction,9,,0,
170438,Bihar,Patna,Locality_74,Villa,4,2741,358.9,0.13,2004,Semi-furnished,10,6,21,4,6,,No,Yes,"Playground, Pool, Gym, Garden",East,Broker,Ready_to_Move,21,,0,
20948,Haryana,Gurgaon,Locality_349,Villa,2,681,156.49,0.23,2015,Semi-furnished,28,3,10,2,10,,No,No,"Gym, Pool, Clubhouse",North,Owner,Under_Construction,10,,0,
113274,West Bengal,Durgapur,Locality_228,Apartment,4,4430,75.98,0.02,2007,Unfurnished,8,17,18,1,10,,No,No,"Pool, Playground, Garden",North,Owner,Ready_to_Move,18,,0,
172756,Odisha,Cuttack,Locality_235,Apartment,2,4488,21.67,0.0,2003,Semi-furnished,30,23,22,10,10,,Yes,Yes,"Gym, Garden, Playground, Pool",North,Owner,Under_Construction,22,,0,
223766,West Bengal,Durgapur,Locality_120,Apartment,3,3045,90.68,0.03,1993,Unfurnished,11,8,32,5,9,,Yes,Yes,"Pool, Garden",South,Broker,Under_Construction,32,,0,
39011,Tamil Nadu,Coimbatore,Locality_447,Villa,3,3374,464.75,0.14,2005,Furnished,2,22,20,10,9,,No,Yes,"Clubhouse, Playground, Gym",North,Builder,Ready_to_Move,20,,0,
52705,Assam,Silchar,Locality_211,Independent House,4,3427,392.5,0.11,1996,Unfurnished,9,26,29,2,4,,No,Yes,"Garden, Clubhouse, Playground, Gym",North,Builder,Under_Construction,29,,0,
165077,Punjab,Amritsar,Locality_159,Independent House,4,4249,209.21,0.05,1997,Furnished,22,21,28,7,5,,Yes,No,Garden,West,Builder,Under_Construction,28,,0,
146687,West Bengal,Kolkata,Locality_219,Villa,5,1280,32.48,0.03,2010,Semi-furnished,27,21,15,9,8,,Yes,Yes,"Gym, Playground, Pool, Garden",East,Broker,Ready_to_Move,15,,0,
221610,Jharkhand,Ranchi,Locality_364,Villa,3,3068,258.83,0.08,1997,Unfurnished,13,8,28,10,2,,Yes,No,"Playground, Clubhouse",South,Broker,Under_Construction,28,,0,
239511,Uttar Pradesh,Noida,Locality_299,Apartment,5,2606,421.0,0.16,2021,Unfurnished,12,16,4,7,2,,Yes,Yes,"Playground, Garden",West,Builder,Ready_to_Move,4,,0,
117648,Bihar,Gaya,Locality_458,Apartment,2,1861,92.45,0.05,2013,Furnished,15,16,12,9,2,,No,Yes,"Gym, Clubhouse, Garden, Pool",North,Broker,Ready_to_Move,12,,0,
234618,Karnataka,Bangalore,Locality_410,Villa,1,2783,148.64,0.05,2015,Semi-furnished,28,8,10,4,1,,Yes,Yes,"Clubhouse, Playground",West,Builder,Ready_to_Move,10,,0,
99001,Jharkhand,Jamshedpur,Locality_446,Independent House,5,2820,368.01,0.13,2004,Semi-furnished,18,2,21,8,10,,Yes,No,Garden,West,Broker,Under_Construction,21,,0,
239571,Punjab,Ludhiana,Locality_384,Villa,5,3178,11.05,0.0,2002,Furnished,3,29,23,4,2,,No,No,"Gym, Playground, Clubhouse",South,Owner,Under_Construction,23,,0,
56245,Gujarat,Ahmedabad,Locality_155,Apartment,2,4460,186.91,0.04,1991,Furnished,5,18,34,10,4,,Yes,No,Clubhouse,West,Broker,Under_Construction,34,,0,
224980,Andhra Pradesh,Vijayawada,Locality_481,Apartment,4,2936,23.07,0.01,2015,Semi-furnished,12,25,10,6,9,,No,Yes,Pool,North,Broker,Under_Construction,10,,0,
59036,Uttarakhand,Dehradun,Locality_484,Independent House,5,880,361.21,0.41,2016,Semi-furnished,13,8,9,10,6,,No,No,Playground,South,Owner,Ready_to_Move,9,,0,
232621,Delhi,Dwarka,Locality_2,Independent House,4,4616,239.29,0.05,2008,Unfurnished,30,20,17,2,8,,No,No,Gym,West,Owner,Ready_to_Move,17,,0,
163733,Punjab,Amritsar,Locality_266,Apartment,3,2245,38.38,0.02,2009,Unfurnished,4,12,16,8,8,,Yes,No,"Gym, Garden, Clubhouse, Pool",North,Broker,Ready_to_Move,16,,0,
141389,West Bengal,Kolkata,Locality_221,Apartment,3,3378,85.43,0.03,1992,Semi-furnished,25,16,33,3,10,,No,Yes,"Gym, Clubhouse, Playground",South,Owner,Under_Construction,33,,0,
31792,Jharkhand,Jamshedpur,Locality_460,Villa,3,2618,243.29,0.09,2002,Semi-furnished,10,10,23,1,6,,No,No,Gym,South,Builder,Ready_to_Move,23,,0,
66586,Chhattisgarh,Raipur,Locality_20,Apartment,5,2365,164.49,0.07,2003,Unfurnished,22,30,22,10,9,,No,No,"Playground, Clubhouse, Pool",South,Owner,Under_Construction,22,,0,
137828,Odisha,Bhubaneswar,Locality_336,Apartment,2,1205,135.6,0.11,1992,Unfurnished,0,7,33,8,6,,Yes,No,"Garden, Pool, Gym, Playground",South,Builder,Under_Construction,33,,0,
182122,Punjab,Ludhiana,Locality_308,Villa,3,930,139.56,0.15,2009,Unfurnished,14,21,16,4,6,,Yes,Yes,"Garden, Gym, Clubhouse, Pool, Playground",East,Builder,Under_Construction,16,,0,
93626,West Bengal,Kolkata,Locality_123,Apartment,3,2311,211.81,0.09,2016,Semi-furnished,22,19,9,5,10,,No,Yes,"Pool, Playground, Gym",East,Builder,Under_Construction,9,,0,
99322,Gujarat,Surat,Locality_334,Villa,5,710,338.72,0.48,2006,Semi-furnished,6,25,19,1,3,,Yes,No,"Garden, Gym, Pool, Playground, Clubhouse",South,Broker,Ready_to_Move,19,,0,
241337,Maharashtra,Pune,Locality_436,Apartment,3,1697,197.95,0.12,2022,Unfurnished,11,10,3,9,2,,Yes,Yes,"Playground, Gym",North,Builder,Ready_to_Move,3,,0,
91244,Madhya Pradesh,Indore,Locality_114,Villa,2,3165,348.7,0.11,2010,Unfurnished,19,24,15,4,7,,No,No,"Pool, Garden, Clubhouse, Playground, Gym",South,Builder,Under_Construction,15,,0,
92773,Uttarakhand,Dehradun,Locality_390,Independent House,5,624,23.37,0.04,2022,Semi-furnished,13,8,3,4,2,,No,No,Pool,North,Broker,Ready_to_Move,3,,0,
42269,Maharashtra,Nagpur,Locality_159,Apartment,3,531,254.6,0.48,1992,Unfurnished,21,12,33,6,1,,No,Yes,Gym,North,Builder,Ready_to_Move,33,,0,
116093,Maharashtra,Pune,Locality_462,Villa,1,1921,240.99,0.13,2010,Furnished,16,13,15,1,8,,Yes,No,"Pool, Garden, Gym, Clubhouse",South,Owner,Under_Construction,15,,0,
37899,Maharashtra,Nagpur,Locality_54,Villa,1,3835,332.94,0.09,2010,Semi-furnished,6,17,15,10,6,,No,Yes,"Gym, Clubhouse",East,Owner,Ready_to_Move,15,,0,
239378,Rajasthan,Jodhpur,Locality_140,Villa,4,3202,52.22,0.02,2005,Unfurnished,14,10,20,5,5,,No,Yes,"Gym, Garden",West,Owner,Ready_to_Move,20,,0,
114279,Bihar,Gaya,Locality_94,Independent House,4,1093,231.52,0.21,2019,Semi-furnished,28,16,6,5,5,,Yes,No,"Gym, Playground, Pool, Clubhouse, Garden",North,Builder,Under_Construction,6,,0,
219266,Maharashtra,Pune,Locality_395,Apartment,2,3943,486.65,0.12,2015,Unfurnished,18,20,10,4,5,,No,Yes,"Garden, Pool, Clubhouse, Playground, Gym",East,Broker,Under_Construction,10,,0,
210539,Telangana,Hyderabad,Locality_11,Apartment,4,587,161.91,0.28,1999,Semi-furnished,15,15,26,3,7,,No,Yes,"Gym, Playground, Clubhouse, Garden, Pool",West,Builder,Under_Construction,26,,0,
124115,West Bengal,Kolkata,Locality_14,Independent House,2,4693,305.0,0.06,2023,Unfurnished,9,14,2,9,8,,Yes,No,"Garden, Clubhouse, Playground, Pool",North,Broker,Ready_to_Move,2,,0,
111566,Assam,Silchar,Locality_300,Villa,5,2191,330.33,0.15,1995,Furnished,30,24,30,4,9,,Yes,Yes,"Clubhouse, Pool, Gym, Garden, Playground",East,Builder,Under_Construction,30,,0,
160536,Haryana,Faridabad,Locality_490,Apartment,3,1405,363.95,0.26,2018,Furnished,28,20,7,5,7,,Yes,No,"Pool, Clubhouse, Playground, Gym, Garden",West,Owner,Under_Construction,7,,0,
229400,Delhi,New Delhi,Locality_366,Villa,4,4612,154.09,0.03,2017,Unfurnished,21,23,8,9,4,,Yes,Yes,"Pool, Clubhouse",South,Broker,Ready_to_Move,8,,0,
40411,Tamil Nadu,Chennai,Locality_81,Villa,4,3866,285.05,0.07,2017,Furnished,0,18,8,2,4,,No,No,Clubhouse,West,Broker,Under_Construction,8,,0,
100313,Haryana,Faridabad,Locality_481,Independent House,5,2522,463.65,0.18,2007,Unfurnished,7,13,18,1,6,,Yes,No,"Playground, Gym, Pool",South,Broker,Ready_to_Move,18,,0,
238140,Tamil Nadu,Coimbatore,Locality_301,Independent House,3,706,376.39,0.53,2007,Furnished,10,9,18,7,4,,Yes,No,"Garden, Clubhouse, Gym",West,Builder,Under_Construction,18,,0,
130254,Uttar Pradesh,Noida,Locality_239,Villa,5,2698,324.11,0.12,2005,Semi-furnished,13,4,20,9,7,,Yes,No,Gym,West,Broker,Ready_to_Move,20,,0,
150075,Jharkhand,Ranchi,Locality_332,Independent House,3,4553,469.68,0.1,2013,Semi-furnished,10,1,12,6,3,,Yes,Yes,"Garden, Gym, Playground, Clubhouse",North,Broker,Under_Construction,12,,0,
31236,Andhra Pradesh,Vishakhapatnam,Locality_442,Villa,1,942,83.72,0.09,2005,Semi-furnished,18,30,20,8,3,,No,No,"Pool, Playground, Garden, Gym",South,Owner,Under_Construction,20,,0,
86954,Punjab,Amritsar,Locality_427,Villa,4,1477,487.33,0.33,2019,Semi-furnished,29,7,6,7,8,,Yes,Yes,"Playground, Clubhouse, Pool, Gym",West,Owner,Under_Construction,6,,0,
229245,Tamil Nadu,Coimbatore,Locality_499,Villa,2,4695,150.12,0.03,2012,Furnished,30,27,13,2,4,,Yes,Yes,"Gym, Playground",South,Builder,Under_Construction,13,,0,
53707,Chhattisgarh,Raipur,Locality_243,Villa,3,572,236.55,0.41,1998,Unfurnished,4,15,27,10,7,,No,No,"Clubhouse, Playground, Pool",East,Broker,Under_Construction,27,,0,
83564,Haryana,Gurgaon,Locality_456,Villa,4,3338,141.01,0.04,2021,Semi-furnished,26,9,4,1,7,,Yes,No,"Gym, Playground, Garden, Clubhouse, Pool",West,Broker,Ready_to_Move,4,,0,
14912,Tamil Nadu,Coimbatore,Locality_416,Apartment,3,1629,362.14,0.22,2006,Furnished,2,23,19,3,9,,No,Yes,Pool,East,Builder,Ready_to_Move,19,,0,
45256,Bihar,Patna,Locality_284,Independent House,3,4624,435.11,0.09,2014,Furnished,26,11,11,3,8,,No,Yes,"Playground, Gym",West,Builder,Ready_to_Move,11,,0,
142990,Kerala,Kochi,Locality_246,Apartment,1,3325,393.2,0.12,2022,Semi-furnished,8,6,3,9,3,,Yes,No,"Clubhouse, Playground, Pool, Gym, Garden",South,Builder,Under_Construction,3,,0,
160849,Assam,Guwahati,Locality_217,Villa,5,2185,186.82,0.09,1990,Unfurnished,29,16,35,1,9,,Yes,Yes,"Gym, Playground",West,Broker,Under_Construction,35,,0,
132179,Odisha,Bhubaneswar,Locality_191,Villa,3,2862,379.51,0.13,2017,Unfurnished,2,20,8,3,6,,Yes,No,"Gym, Clubhouse, Garden",West,Owner,Under_Construction,8,,0,
13754,Karnataka,Bangalore,Locality_157,Apartment,3,1898,186.15,0.1,2022,Furnished,29,2,3,6,9,,Yes,No,Clubhouse,West,Owner,Ready_to_Move,3,,0,
136964,Bihar,Gaya,Locality_263,Independent House,4,3744,50.19,0.01,2006,Semi-furnished,26,28,19,4,2,,Yes,No,"Gym, Clubhouse, Pool, Garden, Playground",West,Builder,Ready_to_Move,19,,0,
167026,Maharashtra,Pune,Locality_459,Villa,3,3176,340.96,0.11,2001,Semi-furnished,10,7,24,1,6,,No,Yes,Gym,East,Broker,Under_Construction,24,,0,
36750,Uttar Pradesh,Noida,Locality_13,Independent House,2,728,226.99,0.31,2016,Unfurnished,10,9,9,7,5,,Yes,Yes,"Playground, Garden",North,Broker,Ready_to_Move,9,,0,
118830,Andhra Pradesh,Vishakhapatnam,Locality_188,Villa,3,2616,382.5,0.15,2013,Furnished,4,6,12,1,5,,Yes,Yes,"Garden, Clubhouse, Playground, Pool",East,Builder,Ready_to_Move,12,,0,
214228,Haryana,Gurgaon,Locality_250,Apartment,3,4183,482.76,0.12,1997,Unfurnished,19,3,28,8,9,,No,No,"Gym, Playground, Pool",West,Builder,Under_Construction,28,,0,
243544,Chhattisgarh,Bilaspur,Locality_260,Apartment,5,1696,273.66,0.16,1995,Semi-furnished,18,21,30,1,2,,No,No,"Pool, Garden, Gym",West,Owner,Under_Construction,30,,0,
118101,Bihar,Patna,Locality_462,Apartment,2,2814,241.84,0.09,2006,Unfurnished,24,21,19,4,7,,No,No,"Clubhouse, Garden, Pool, Gym",North,Builder,Ready_to_Move,19,,0,
236521,West Bengal,Durgapur,Locality_169,Apartment,5,3735,129.09,0.03,2009,Semi-furnished,5,19,16,7,5,,No,No,"Pool, Gym, Playground",South,Owner,Ready_to_Move,16,,0,
103616,West Bengal,Kolkata,Locality_68,Independent House,5,3209,234.65,0.07,2003,Semi-furnished,6,1,22,6,4,,No,No,"Garden, Pool, Gym, Playground",South,Owner,Under_Construction,22,,0,
227780,Karnataka,Mysore,Locality_294,Villa,1,3418,346.63,0.1,2018,Semi-furnished,8,20,7,6,2,,No,Yes,"Clubhouse, Pool, Garden, Playground",South,Builder,Ready_to_Move,7,,0,
79880,Bihar,Gaya,Locality_451,Villa,4,3984,177.12,0.04,2006,Semi-furnished,20,12,19,8,6,,Yes,No,Playground,North,Builder,Under_Construction,19,,0,
178650,Odisha,Cuttack,Locality_223,Apartment,3,4273,353.82,0.08,2003,Semi-furnished,27,10,22,10,6,,Yes,Yes,"Garden, Gym",West,Builder,Ready_to_Move,22,,0,
166583,Andhra Pradesh,Vishakhapatnam,Locality_45,Villa,5,4921,273.21,0.06,2004,Furnished,10,10,21,5,8,,No,No,"Pool, Playground",East,Broker,Under_Construction,21,,0,
66330,Odisha,Bhubaneswar,Locality_240,Villa,2,3810,125.66,0.03,2004,Furnished,16,23,21,10,10,,Yes,Yes,"Gym, Garden, Playground",East,Owner,Ready_to_Move,21,,0,
27368,West Bengal,Durgapur,Locality_289,Apartment,1,1536,149.03,0.1,1996,Semi-furnished,28,30,29,6,3,,No,Yes,"Clubhouse, Garden, Pool",West,Builder,Ready_to_Move,29,,0,
216132,Uttar Pradesh,Lucknow,Locality_114,Villa,3,2175,490.52,0.23,1999,Semi-furnished,28,20,26,5,1,,Yes,Yes,"Clubhouse, Pool, Gym, Playground",South,Builder,Ready_to_Move,26,,0,
182707,Maharashtra,Pune,Locality_470,Villa,1,2352,248.33,0.11,2014,Unfurnished,19,11,11,9,4,,No,Yes,"Pool, Playground, Garden, Clubhouse",North,Builder,Under_Construction,11,,0,
